video_id,video_url,title,description,upload_date,timestamp,duration,view_count,like_count,comment_count,repost_count,posted_at_utc,posted_at_local,upload_date_dt,transcript
7529357311370939703,https://www.tiktok.com/@humbletoker/video/7529357311370939703,Did anyone get super specific? 😄 #goodnight ,Did anyone get super specific? 😄 #goodnight ,20250721,1753065143,62,1057,55,7,58,2025-07-21 02:32:23+00:00,2025-07-20 22:32:23-04:00,2025-07-21,"Good night to no one except 36% of people actually will get a good night tonight. So good luck starting with a super specific category And you're new's the same height and age as Karina cop you get a good night tonight Anyone wearing a tie-dye shirt you get a good night tonight And then who follows Andy Byron on LinkedIn you get a good night tonight And for the somewhat specific category And then who pirated a movie on one two three movies today you get a good night tonight Anyone who owns Netflix stock for some reason it's really far down right now, but if you own it you get a good night tonight Whoever was the very first comment on my last video shout out to Manny you get a good night tonight And anyone who's first person that comes up when you press share then more has black hair If this person has black hair then you get a good night tonight and they do too For the broad category also feel free to like and follow if you like the good night videos And anyone who's birthday is in February you get a good night tonight Anyone with exactly three cats you get a good night tonight and that's a very final thing for anyone who still hasn't gotten a good night Anyone who leaves a like on this video"
7528949556499844365,https://www.tiktok.com/@humbletoker/video/7528949556499844365,Do you guys believe in any of the conspiracies? 😭 #Goodnight #Coldpla...,Do you guys believe in any of the conspiracies? 😭 #Goodnight #Coldplay #AndyByron ,20250720,1752970205,61,3473,176,12,29,2025-07-20 00:10:05+00:00,2025-07-19 20:10:05-04:00,2025-07-20,"Good night to no one except this is the Coldplay concert edition in 99% of people lose so good luck Starting with a super specific category Anyone who actually attended the concert in Massachusetts where all of this went down if you saw this fiasco live then you get a good night tonight Next anyone who's related to Alyssa stoddard They actually came out with a statement that these are not the same person and Alyssa never attended this event So if you're part of Alyssa's family, hopefully you're doing okay and you get a good night tonight for the somewhat specific category And you're who genuinely started listening to Coldplay after this event You know there's got to be someone who's never heard of Coldplay before but after all of this news broke out They started listening to it and that's just the funniest thing ever So if that's you then you get a good night tonight Next anyone who owns equity in astronomer I'm guessing the evaluation isn't due into hot so if this is you you get a good night tonight And no one whose first person that comes up when you press share then more has sent you a tick-tock about this event If that person has then you get a good night tonight and they do too if you like these good night videos Feel free to like and follow and I'll make a part two"
7527514089329790222,https://www.tiktok.com/@humbletoker/video/7527514089329790222,Anyone know the last one? 😁 should be easy… #goodnight ,Anyone know the last one? 😁 should be easy… #goodnight ,20250716,1752635961,63,2834,89,24,174,2025-07-16 03:19:21+00:00,2025-07-15 23:19:21-04:00,2025-07-16,"Good night to no one except 4% of people actually will get a good night tonight. Starting with a super specific category. Anyone who's commented I sound like Travis. I personally don't hear it but if you've commented this before you get a good night tonight. Next anyone with the same birthday as Jar Jar Binks. I didn't believe this at first but I looked it up and it's actually August 19th. So if this is your birthday you get a good night tonight. Now this one's kind of weird but anyone with the same uncle as the first person that comes up when you press share then more. If you look up this person and you actually have the same uncle as them then you get a good night tonight and they do too. For the somewhat specific category anyone who gets Italian herbs and cheese is the bread from Subway. This is honestly the best bread so if you get it you get a good night tonight. Anyone who's never died do a creeper in Minecraft. You get a good night tonight. Whoever was the very first comment on my last video, shout out to Maya. You get a good night tonight. And for the broad category also make sure you're following if you like the good night videos. Anyone who knows what state this is and its capital. If you know it comment it below and you'll get a good night tonight."
7527108845336792375,https://www.tiktok.com/@humbletoker/video/7527108845336792375,Comment if I owe you a #goodnight !! 😆,Comment if I owe you a #goodnight !! 😆,20250715,1752541633,67,1725,62,11,81,2025-07-15 01:07:13+00:00,2025-07-14 21:07:13-04:00,2025-07-15,"Good night to no one except 6% of people actually will get good night tonight. Starting with a super specific category. Anyone who's friends with the Doja Cat shirt guy, I kind of feel bad for this guy after what happened, so if you're friends with him then you get a good night tonight. Anyone with a dog named Casper, this is a great dog's name, so you get a good night tonight. For the somewhat specific category. Anyone with between 2000 and 3000 unread emails, some of you guys really need to clean out your inbox, but if this is you, you get a good night tonight. Anyone who watched a Christmas movie this week, why would you do this? It's the middle of summer, but if you did, then you get a good night tonight. Anyone who's first person that comes up when you press share then more doesn't own a single Lego set. Really think about this person, and if they don't own a single Lego set, then you get a good night tonight. For the broad category, also make sure you're following if you like the good night videos. Anyone who likes chicken noodle soup more than clam chowder. This is a close one for me, but if you like chicken noodle soup, then you get a good night tonight. And as a very final thing for anyone who still hasn't gotten a good night. Anyone who's pet has a funny name. For example, squiggles or pickles. You guys get good nights tonight."
7526766564419341623,https://www.tiktok.com/@humbletoker/video/7526766564419341623,Anyone get super specific? 😂💋✋ #goodnight ,Anyone get super specific? 😂💋✋ #goodnight ,20250714,1752461931,62,1152,53,16,35,2025-07-14 02:58:51+00:00,2025-07-13 22:58:51-04:00,2025-07-14,"Good night to no one except 12% of people actually will good a good night tonight. Starting with the broad category. Anyone who's watched a Spy Kids movie at some point this summer, these movies used to be really popular when I was a kid, so if anyone's still watching them, then you good a good night tonight. Anyone whose favorite football player is Tom Brady, you good a good night tonight? For the specific category? Anyone who plays skeleton dragons in clash royale? I feel like I never see this card, but if you play it, then you good a good night tonight. Anyone who's the same height as Kanye West, if you're 5'8"", then you good a good night tonight? Whoever was the very first comment on my last video, you good a good night tonight. For the super specific category, also make sure to like and follow if you like the good night videos. Anyone who's first person that comes up when you press share then more was your first kiss. If this person was the first you've ever kissed, then you good a good night tonight and they do too. Anyone who's met Sidney Sweeney in person, you good a good night tonight? It's a very final thing for anyone who still hasn't gotten a good night tonight. Anyone who knows what the third amendment is."
7526044374434729230,https://www.tiktok.com/@humbletoker/video/7526044374434729230,Did anyone get super specific? 😆 comment if I owe you a #GOODNIGHT ,Did anyone get super specific? 😆 comment if I owe you a #GOODNIGHT ,20250712,1752293792,61,6733,115,12,484,2025-07-12 04:16:32+00:00,2025-07-12 00:16:32-04:00,2025-07-12,Good night to no one except 8% of people actually will get a good night tonight Starting with a super specific category Anyone with the same birthday as Tom Brady if your birthday is on August 3th then you get a good night tonight Anyone whose dad is named Jim if I discuss your dad's name then you get a good night tonight For the somewhat specific category And you're new place goblin giant in clash for out if you like I don't see this card very often But if you play it then you get a good night tonight Anyone who's burnt toast today you've had a hard day and you deserve a win. So you get a good night tonight And you're new to say the same teacher as the first person that comes up when you press share then more If at some point in your life you and this person have had the same teacher then you get a good night tonight and they do too For the broad category also make sure you're following if you like the good night videos Anyone who drink a glass of milk today you get a good night tonight Anyone wearing a little lemon clothing you get a good night tonight And does a very final thing for anyone who still hasn't gotten a good night tonight Anyone who knows what the third amendment of the constitution is
7525640287578787103,https://www.tiktok.com/@humbletoker/video/7525640287578787103,If you got out on the last slide… 😅 I’m sorry #goodnight ,If you got out on the last slide… 😅 I’m sorry #goodnight ,20250711,1752199681,72,6239,90,15,372,2025-07-11 02:08:01+00:00,2025-07-10 22:08:01-04:00,2025-07-11,"Good night to everyone except for the following people 99% of people lose so good luck. Starting with a super specific category. Anyone who's watched every episode of Love Island ever, if you've never missed an episode of Love Island, then you do not get a good night's night. Next, anyone's shorter than the Rizzler, he's only three foot seven, so if you're shorter than him, then you do not get a good night's night. Anyone with the birthday on August 17th, if I discussed your birthday, then you do not get a good night's night. For the somewhat specific category, anyone wearing an orange jacket, if you look like Kenny here, then you do not get a good night's night. Anyone who ate a mango today, this is pretty random, but if you ate a mango, you do not get a good night's night. And anyone who has the same hair color as the first person that comes up when you press share then more. If you have the same hair color as this person, you do not get a good night's night and they don't either. Next is the broad category. Also make sure you're following if you like the good night videos. Anyone who watched the basketball today, no good night's night. Anyone wearing shorts that go above their knees and length, if you're wearing short shorts, then you do not get a good night's night. And anyone who's still in the very final thing is, anyone who can't spell this US state, if you can't spell it, then you don't get a good night's night."
7524529228834983182,https://www.tiktok.com/@humbletoker/video/7524529228834983182,If you know you know 😆 #goodnight ,If you know you know 😆 #goodnight ,20250708,1751941012,66,2518,66,12,172,2025-07-08 02:16:52+00:00,2025-07-07 22:16:52-04:00,2025-07-08,"Good night to no one except 4% of people actually will get a good night tonight Starting with a super specific category And even with the same birthday as Sam Suleck if you birthday's on February 7th then you get a good night tonight Next anyone who's bingeed an entire season of love Island in one day I hope not very many people have done this but if you have then you get a good night tonight Next anyone who has the same birth month as the first person that comes up when you press share then more If you have the same birth month as this person then you get a good night tonight and they do too For the somewhat specific category and you and who's never heard of the bean If you don't know where this is and have never heard of it then you get a good night tonight Whoever was the very first comment on my last video had to censor the name but boom you get a good night tonight For the broad category also make sure you're following if you like the good night videos And you and who ate carrots today. This is really random, but you get a good night tonight And you're going to wait six eggs today if you know you know And there's a very last chance for anyone who still hasn't gotten a good night tonight Anyone who can name three types of birds"
7522326178892385550,https://www.tiktok.com/@humbletoker/video/7522326178892385550,Anyone know the Dax Flame one? 😆 #goodnight,Anyone know the Dax Flame one? 😆 #goodnight,20250702,1751428059,68,3034,84,18,154,2025-07-02 03:47:39+00:00,2025-07-01 23:47:39-04:00,2025-07-02,Good night to no one except for the following people only 9% of people get a good night tonight so good luck. Starting with a super specific category and you're who owns this flower Lego set you get a good night tonight and you're with the same birthday as Billy Eilish you get a good night tonight and you're who knows what a raxing gibbous moon phases I honestly have no idea what this is but if anyone knows it then you get a good night tonight. For the somewhat specific category whoever was the very first comment on my last video you get a good night tonight. Anyone who's first person that comes up when you press share then more has a name that seven letters long if their name's exactly seven letters long then you get a good night tonight and they do too. Next anyone who brushed their teeth before breakfast today you get a good night tonight and for the broad category also make sure you're following if you like the good night videos and you're who's born in September you get a good night tonight. Anyone who doesn't wash their hands after they pee you get a good night tonight and it's a very last chance for anyone who still hasn't gotten a good night tonight. And you're new can name two movies DAX Flame was in.
7521849117081963790,https://www.tiktok.com/@humbletoker/video/7521849117081963790,Comment if you got a goodnight! #goodnight ,Comment if you got a goodnight! #goodnight ,20250630,1751316986,73,1779,69,12,50,2025-06-30 20:56:26+00:00,2025-06-30 16:56:26-04:00,2025-06-30,"Good night to no one except 6% of people actually will get a good night tonight Starting with a super specific category Anyone who has the same birthday as Jack Black if your birthday is on August 28th then you get a good night tonight And you're in who owns this police station Lego set This must be pretty rare since I saw it on eBay today for $300 So if anyone owns this then you get a good night tonight Next anyone who's wearing Nike socks that also follows me on TikTok you get a good night tonight And for the somewhat specific category Whoever was the very first comment on my last video you get a good night tonight Anyone who ate a lettuce wrapped burger today. This is really random, but if you did this you get a good night tonight Anyone who knows this US state and its capital. I feel like this is a hard one But if you know it comment it below and you'll get a good night tonight Next anyone who's first person that comes up when you press share then more has a name that starts with the letter W If they do then you get a good night tonight and they do too Finally the broad category Anyone with the birthday in July you get a good night tonight Anyone with a pet cat or goldfish you get a good night tonight It has a very last chance for anyone who still hasn't gotten a good night tonight Anyone who ate waffles for breakfast"
7521564052322012471,https://www.tiktok.com/@humbletoker/video/7521564052322012471,Did anyone get it on super specific? 😳 #goodnight,Did anyone get it on super specific? 😳 #goodnight,20250630,1751250629,74,11700,141,38,913,2025-06-30 02:30:29+00:00,2025-06-29 22:30:29-04:00,2025-06-30,"Good night to no one except 4% of people actually will get a good night tonight. Starting with a super specific category. Anyone who's the same height and age as Dixie de Miuio? You get a good night tonight. Anyone who knows the real names of the Dvinti twins? I've known about these guys for a while but have never learned what their real names are. If anyone actually knows this, you get a good night tonight. Next anyone who's the same age as the first person that comes up when you press share then more. If you're the same age as this person, then you get a good night tonight and date you too. For the somewhat specific category, also make sure to follow if you like the good night videos. Anyone who crafted a cake and minecraft today? You get a good night tonight? Anyone who got ice cream from McDonald's today? I swear the machines are always broken but if you got it, you get a good night tonight. Whoever was the very first comment on my last video, you get a good night tonight. Shout out to myel. Anyone who's ever had the Nuro virus? You get a good night tonight. And if you don't know what this is, don't look it up. It's pretty gross. And lastly, the broad category. Anyone who weighs eggs with ketchup today? You get a good night tonight. Anyone with a birthday in the month of September? You get a good night tonight? And has a very last chance for anyone who still hasn't gotten a good night tonight? Anyone who comments a photo that makes me laugh?"
7521167251282726158,https://www.tiktok.com/@humbletoker/video/7521167251282726158,Did anyone get it on super specific?! 😳 #goodnight,Did anyone get it on super specific?! 😳 #goodnight,20250629,1751158247,72,3750,121,18,228,2025-06-29 00:50:47+00:00,2025-06-28 20:50:47-04:00,2025-06-29,Good night to everyone except 98% of people will lose so good luck Starting with a super specific category anyone who lives in Russo North Dakota Apparently only five people live here. So if you're one of those people you do not get a good night tonight Next anyone with a pet cat named Sparky if I just guessed your cat's name correctly then you do not get a good night tonight Anyone with the same birthday as a little pump if your birthday is on August 17th then you do not get a good night tonight For the summer specific category Anyone who has bananas so rotten they've turned black You'd be surprised how many people have black bananas that they just don't throw away If this is you you don't get a good night tonight Next anyone who currently has barbecue sauce on your face If this is you you do not get a good night tonight Anyone who has the same hair color as the first person that comes up when you press share them more If you have the same hair color as this person then you do not get a good night and neither do they For the broad category also make sure to follow if you like the good night videos Anyone over six foot tall you do not get a good night tonight Anyone with the birthday in the summer you do not get a good night tonight In front of anyone who's still in here's the very final thing Anyone who doesn't know three Michael Jackson songs if you can't name three then you don't get a good night tonight
7520082772107595063,https://www.tiktok.com/@humbletoker/video/7520082772107595063,COMMENT IF YOU GOT A #GOODNIGHT !! Did anyone get it on super specific??,COMMENT IF YOU GOT A #GOODNIGHT !! Did anyone get it on super specific??,20250626,1750905746,76,277000,9275,483,18900,2025-06-26 02:42:26+00:00,2025-06-25 22:42:26-04:00,2025-06-26,"Good night to no one except 6% of people actually will get a good night tonight. Starting with a super specific category, anyone that's the same height as Brooke Monk, if you're 5'5"", then you get a good night tonight. Anyone with a dog named Tucker, if I guessed your dog's name, then you get a good night tonight. Anyone with the same birthday as Brian Cranston, if you're birthday on March 7th, then you get a good night tonight. For the somewhat specific category, anyone who can't remember what you ate for breakfast. I know a lot of people have bad memory, but if you literally can't remember what you ate for breakfast, then you get a good night tonight. Whoever was the very first comment on my last video, you get a good night tonight, shout out to Adam. Anyone who ate animal crackers today, you get a good night tonight. And anyone who's first person that comes up when you press Share, then More, has a name that starts with the letter C. If their name starts with C, then you get a good night tonight and they do too. For the broad category, also make sure to hit like and follow if you like the good night videos. Anyone who doesn't know how to do long division, I'm guessing a lot of people learned how to do this back in preschool and haven't used it since. So if you don't know it, you get a good night tonight. But if you do, leave the answer in the comments below. Next anyone who's main decking class royalties is wallbreakers. You get a good night tonight. And as a very last chance for anyone who's still hasn't gotten a good night tonight, anyone who can name three Kardashians."
7519342755303230775,https://www.tiktok.com/@humbletoker/video/7519342755303230775,Goodnight to everyone except… Comment if I owe you a goodnight!! 😴 ,Goodnight to everyone except… Comment if I owe you a goodnight!! 😴 ,20250624,1750733453,63,51000,908,69,4835,2025-06-24 02:50:53+00:00,2025-06-23 22:50:53-04:00,2025-06-24,Good night to no one except seven percent of people actually will get a good night's night Starting with a super specific category And you're gonna use the same height and age as Tom Holland you get a good night's night Anyone with the same birthday as Abraham Lincoln on February 12th you get a good night's night And you're gonna use that a perfect wee bowling game of 300 points you get a good night's night and for the somewhat specific category Anyone who's first person that comes up when you press share then more wears glasses if this person wears glasses then you get a good night's night And you're in who's eaten purple or blue flavored Doritos today you get a good night's night And in who owns more than five stuffed animals you get a good night's night And whoever was the very first comment on my last video you get a good night's night For the broad category also make sure to hit that follow button if you like the good night videos Anyone who knows what this US state is if you know it comment it below and you'll get a good night's night Anyone who Drake Mountain do today you get a good night's night It has a very last chance for anyone who still hasn't gotten a good night's night Anyone who can name three dog breeds
7519127540263357751,https://www.tiktok.com/@humbletoker/video/7519127540263357751,Comment if you got a good morning :) 🌞 #goodnight ,Comment if you got a good morning :) 🌞 #goodnight ,20250623,1750683406,61,1858,55,14,38,2025-06-23 12:56:46+00:00,2025-06-23 08:56:46-04:00,2025-06-23,"Good morning to everyone except 87% of people will lose so best of luck. Starting with the broad category. Anyone with blue or green eyes, you do not get a good morning. Also make sure you're following me to get a second life today. Next, anyone who's never flossed before, you do not get a good morning. Anyone who doesn't like coffee, you do not get a good morning. For the somewhat specific category. Anyone with the same haircut as the first person that comes up when you press share then scroll to more. If you have the same haircut as this person, you do not get a good morning and neither do they. Next, anyone who had a very smoothie for breakfast, you do not get a good morning. Anyone with a blue yeti water bottle, you do not get a good morning. And for the super specific category. Anyone that's exactly 6 feet tall, you do not get a good morning. Anyone with a series 8 Apple Watch, you do not get a good morning. Anyone who sets more than 4 alarms to wake up, you do not get a good morning. And for the very last thing in the ultra-specific category. Anyone with a pet bunny named hops, you do not get a good morning."
7518971343669447991,https://www.tiktok.com/@humbletoker/video/7518971343669447991,Goodnight to everyone except… Did anyone get a gn on super specific? 🤔,Goodnight to everyone except… Did anyone get a gn on super specific? 🤔,20250623,1750646969,68,203100,4009,200,18900,2025-06-23 02:49:29+00:00,2025-06-22 22:49:29-04:00,2025-06-23,Good night to no one except 8% of people actually will get a good night tonight Starting with the super specific category Anyone who's wearing black Nike Pro clothing you get a good night tonight Anyone with the same birthday as the Rizzler on April 19th you get a good night tonight Anyone who ate salad today that also follows me on TikTok you get a good night tonight For the somewhat specific category Anyone who's taller than the first person that comes up when you press share than more if you're taller than that person You get a good night tonight and they do not Anyone who's a middle child you get a good night tonight Whoever was the very first comment on my last video you get a good night tonight And anyone who knows what this US state is if you know it comment it below and you'll get a good night tonight For the broad category also make sure you're following from our good night videos in the future Anyone who's phone is on low power mode you get a good night tonight Anyone who watched the office today you get a good night tonight Anyone who plays log bay on clash royale you get a good night tonight and as a last chance for anyone who still hasn't gotten a good night Anyone who can name three African countries comment it below and you'll get a good night tonight
